ref,PTT,END_DATE,MAX_DBAR,LAT,LON,NUM,N_TEMP,N_COND,N_SAL,TEMP_DBAR,TEMP_VALS,COND_DBAR,COND_VALS,SAL_DBAR,SAL_VALS,N_FLUORO,FLUORO_DBAR,FLUORO_VALS,N_OXY,OXY_DBAR,OXY_VALS,QC_PROFILE,QC_TEMP,QC_SAL,SAL_CORRECTED_VALS
rs22-053-14,140141,8/1/2014,73,,,0,17,,17,"2,4,5,6,7,10,14,20,26,28,30,36,40,48,50,64,73","-0.276,-0.276,-0.523,-0.914,-1.174,-1.216,-1.213,-1.208,-1.215,-1.215,-1.158,-1.169,-1.093,-1.173,-1.229,-1.210,-1.117",,,"2,4,5,6,7,10,14,20,26,28,30,36,40,48,50,64,73","22.590,25.178,27.473,29.485,30.889,31.046,31.088,31.255,31.297,31.297,31.664,31.748,32.324,32.607,32.775,32.942,33.068",,,,,,,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","22.590,25.178,27.473,29.485,30.889,31.046,31.088,31.255,31.297,31.297,31.664,31.748,32.324,32.607,32.775,32.942,33.068"
rs22-053-14,140141,8/1/2014,22,,,0,16,,16,"2,3,4,5,6,9,10,12,13,14,16,17,18,20,22,22","0.309,-0.036,-0.153,-0.231,-0.389,-0.605,-0.654,-0.741,-0.741,-0.797,-0.797,-0.688,-0.662,-0.654,-0.652,-0.652",,,"2,3,4,5,6,9,10,12,13,14,16,17,18,20,22,22","21.922,25.880,26.863,27.549,28.392,29.264,29.477,29.774,29.774,30.061,30.098,30.645,30.821,31.118,31.192,31.192",,,,,,,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","21.922,25.880,26.863,27.549,28.392,29.264,29.477,29.774,29.774,30.061,30.098,30.645,30.821,31.118,31.192,31.192"
rs22-053-14,140141,8/1/2014,22,65.94230222,-38.39893196,0,16,,16,"2,3,4,5,6,7,9,10,12,14,16,17,18,20,22,22","0.273,0.087,-0.023,-0.212,-0.367,-0.411,-0.674,-0.685,-0.789,-0.837,-0.852,-0.852,-0.779,-0.718,-0.679,-0.679",,,"2,3,4,5,6,7,9,10,12,14,16,17,18,20,22,22","22.870,24.964,26.019,27.233,28.347,28.514,29.502,29.569,29.929,30.122,30.289,30.323,30.842,30.976,31.244,31.244",,,,,,,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","22.870,24.964,26.019,27.233,28.347,28.514,29.502,29.569,29.929,30.122,30.289,30.323,30.842,30.976,31.244,31.244"
rs22-053-14,140141,8/1/2014,40,65.93819489,-38.4148115,0,17,,17,"2,4,5,6,7,9,10,12,14,16,17,18,20,22,24,30,40","0.414,-0.010,-0.144,-0.319,-0.429,-0.557,-0.676,-0.731,-0.826,-0.826,-0.789,-0.783,-0.754,-0.732,-0.711,-0.719,-0.682",,,"2,4,5,6,7,9,10,12,14,16,17,18,20,22,24,30,40","22.984,25.698,26.741,28.154,28.699,29.206,29.603,29.788,30.259,30.397,30.693,30.905,30.979,31.164,31.339,31.634,32.216",,,,,,,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","22.984,25.698,26.741,28.154,28.699,29.206,29.603,29.788,30.259,30.397,30.693,30.905,30.979,31.164,31.339,31.634,32.216"
rs22-053-14,140141,8/1/2014,32,65.9353442,-38.42122555,0,17,,17,"2,3,4,5,6,8,10,12,13,14,15,16,18,20,22,24,32","0.410,0.130,-0.132,-0.233,-0.371,-0.568,-0.647,-0.728,-0.839,-0.839,-0.839,-0.792,-0.710,-0.692,-0.662,-0.654,-0.654",,,"2,3,4,5,6,8,10,12,13,14,15,16,18,20,22,24,32","22.970,25.327,26.648,27.764,28.562,29.182,29.537,29.776,30.157,30.157,30.228,30.405,31.061,31.132,31.345,31.380,31.832",,,,,,,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","22.970,25.327,26.648,27.764,28.562,29.182,29.537,29.776,30.157,30.157,30.228,30.405,31.061,31.132,31.345,31.380,31.832"
rs22-053-14,140141,8/1/2014,198,65.97740678,-38.40141361,0,17,,17,"2,5,6,10,20,30,40,50,60,83,100,125,150,159,172,175,198","0.320,-0.180,-0.514,-0.721,-0.752,-0.764,-1.174,-1.261,-1.134,-0.911,-0.443,0.197,1.186,1.723,2.041,2.283,2.712",,,"2,5,6,10,20,30,40,50,60,83,100,125,150,159,172,175,198","22.596,27.647,28.616,29.823,30.935,31.916,32.520,32.792,33.076,33.218,33.395,33.632,33.904,34.046,34.140,34.235,34.424",,,,,,,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","22.596,27.647,28.616,29.823,30.935,31.916,32.520,32.792,33.076,33.218,33.395,33.632,33.904,34.046,34.140,34.235,34.424"
rs22-053-14,140141,8/2/2014,21,65.98586782,-38.39707476,0,15,,15,"2,3,4,5,6,8,10,11,12,14,16,18,19,20,21","-0.311,-0.650,-0.809,-0.904,-0.930,-0.931,-0.936,-0.949,-0.952,-0.965,-0.966,-0.965,-0.961,-0.961,-0.961",,,"2,3,4,5,6,8,10,11,12,14,16,18,19,20,21","23.722,26.285,27.685,28.582,29.206,29.685,30.043,30.134,30.218,30.605,30.788,30.993,31.085,31.145,31.328",,,,,,,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","23.722,26.285,27.685,28.582,29.206,29.685,30.043,30.134,30.218,30.605,30.788,30.993,31.085,31.145,31.328"
rs22-053-14,140141,8/2/2014,126,65.98187731,-38.41258958,0,17,,17,"2,10,20,30,40,50,56,60,67,71,73,75,86,92,100,117,126","-0.857,-0.956,-0.857,-0.878,-1.031,-1.120,-1.184,-0.983,-0.822,-0.561,-0.561,-0.857,-0.722,-0.182,-0.129,0.393,0.409",,,"2,10,20,30,40,50,56,60,67,71,73,75,86,92,100,117,126","23.324,29.885,31.135,31.869,32.478,32.922,33.046,33.005,33.201,33.201,33.243,33.243,33.284,33.449,33.491,33.573,33.656",,,,,,,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","23.324,29.885,31.135,31.869,32.478,32.922,33.046,33.005,33.201,33.201,33.243,33.243,33.284,33.449,33.491,33.573,33.656"
rs22-053-14,140141,8/2/2014,116,65.98275304,-38.40025912,0,9,,9,"2,10,20,30,40,50,60,75,100","0.115,-0.688,-0.947,-0.958,-1.072,-1.257,-1.120,-0.959,-0.504",,,"2,10,20,30,40,50,60,75,100","24.810,29.672,31.149,31.901,32.452,32.933,33.073,33.204,33.344",,,,,,,0,"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0","24.810,29.672,31.149,31.901,32.452,32.933,33.073,33.204,33.344"
rs22-053-14,140141,8/2/2014,150,65.95640635,-38.2881821,0,17,,17,"2,10,20,30,40,50,60,66,75,89,100,108,113,119,124,131,150","2.512,0.585,-0.424,-0.891,-1.131,-1.131,-0.646,0.166,0.454,1.568,0.975,0.956,1.853,1.587,0.632,1.179,1.066",,,"2,10,20,30,40,50,60,66,75,89,100,108,113,119,124,131,150","22.004,29.670,31.056,31.755,32.407,32.774,33.011,33.106,33.248,33.425,33.568,33.473,33.615,33.662,33.615,33.615,33.852",,,,,,,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","22.004,29.670,31.056,31.755,32.407,32.774,33.011,33.106,33.248,33.425,33.568,33.473,33.615,33.662,33.615,33.615,33.852"
